,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
FEDERATED HERMES B,1.2887981240081518e-18,3.672446618534349e-21,0.0,1.2912320374012025e-18,0.0,0.0,0.0,0.0,0.0,2.1290615424370744e-18,0.0,4.7234225904467485e-19,9.832595095586668e-19,1.5184128213470667e-19,8.735028831365301e-19,0.0,0.0,3.6659077981708686e-18
FEDEX,2.5955459952363375e-05,0.0,0.0,0.0,9.996954594070329e-19,0.0,1.5452363468730901e-18,7.020357437758326e-18,0.0,5.529719113749891e-20,2.3746960975900155e-18,1.049428361297205e-18,0.0,0.0,1.846733466321382e-18,8.004611329973893e-19,1.182395011680989e-19,3.766836934583667e-19
F5,4.800301059377914e-19,0.0,0.0,0.0,0.0,7.931225000965729e-19,1.0089674177867094e-18,4.553908988250607e-18,1.1928272016729543e-19,7.835227108230348e-19,0.0,1.3247082541441868e-18,0.0,2.4124610481506824e-18,1.6288341154759077e-18,1.5478202058565525e-18,1.1914329473065164e-18,0.0
FIFTH THIRD BANCORP,0.0,0.0,0.0,1.2580240084853315e-18,1.5978007595906478e-18,0.0,8.997299869436343e-18,5.6995066447351024e-18,0.0,0.0,0.0,1.1772998279712218e-18,0.0,0.0,0.0,2.2425417644320784e-19,6.851390527572079e-19,4.2157957610232045e-19
FIRST CTZN.BCSH.A,4.422259593932168e-21,1.730751428624089e-19,0.0,0.0,2.3906727184707227e-19,1.4962980007256641e-18,4.650476240221032e-18,0.0,1.3538365064783992e-18,0.0,0.0,0.0,0.0,9.646701152177994e-19,0.0,0.0,1.5191056357700687e-18,1.713121881910104e-19
FIRST HORIZON,4.777563526364608e-05,0.004394465319574445,0.000986764546430428,1.994013022995736e-19,0.04352236008165554,0.008445358264485408,0.0,0.0,4.096298020577035e-18,0.0,0.0,6.385063245586578e-19,0.0,0.0,1.296706761984319e-18,3.4061521518194773e-19,0.0,2.8956006960235396e-19
FISERV,0.0,1.4499132020905798e-18,2.7939871804542887e-18,2.361152481250137e-19,0.0,9.646960319599465e-19,0.0,1.0609475662160817e-18,1.4928655836020315e-19,0.0,0.0,0.0,0.0,0.0,0.0,6.516003936248896e-19,2.2172717293129553e-19,0.0
FIRSTENERGY,0.0003367320579366305,0.0017347491690033467,0.01316596402871103,0.012271640184047887,0.0,3.58904115923712e-18,0.0007889375720764755,0.011504370657939869,0.00403968836187903,0.02807500381066385,0.0,0.0,0.006565817596929306,1.7990666440045192e-19,0.005610697427111356,0.011775605179885658,0.031708877960729215,0.02328671832777071
FLOWSERVE,0.0,3.270460686259943e-18,0.0,0.0,0.0,0.0,4.780777879616488e-18,1.5383230975895898e-18,4.1008049286033176e-18,0.0,4.839597541946414e-19,1.3241524173070708e-18,1.838367537899611e-18,0.0,0.0,0.0,1.5437512479439755e-18,1.2984056505311027e-18
FOOT LOCKER,9.977599602933516e-19,0.0,0.0,8.98290450351947e-20,0.0,0.0,4.046288346631502e-19,0.0,0.0,0.0,4.977620034815733e-19,9.56241095897314e-19,0.0047005227736326375,0.0,0.0,8.559743241377569e-19,2.210079056466475e-18,0.0
FORD MOTOR,0.0,1.4438498662470248e-18,0.0,0.0,5.189237719783707e-19,0.0,7.833161625248733e-19,1.1792907419859265e-18,0.0,0.0,1.6718637208515872e-18,0.0,0.0,0.0,1.4741162290407355e-19,0.0,0.0,1.0475448208208967e-18
FRANKLIN RESOURCES,3.0144817260045876e-19,0.0,0.0,0.0,1.2364654584363004e-18,6.536489107158022e-19,0.0,0.0,0.0,2.3931761134610885e-18,0.0,1.3880812077396303e-18,7.830908124892118e-20,5.382158057992937e-19,7.814663503473783e-19,0.0,1.9124719618355714e-18,1.6185491099804928e-18
FREEPORT-MCMORAN,1.489707416380579e-19,0.0,7.21232318397725e-19,0.0,0.0,0.0,1.6370093477771302e-18,6.975759599541931e-18,0.0,1.5704723059334247e-18,0.0,0.0,3.6761192534284506e-19,1.9697492895622242e-19,0.0,2.398404248707537e-18,2.935034600381653e-19,0.0
FUELCELL ENERGY,4.385681984538546e-19,0.0,0.0,1.3243317876856389e-19,0.0,0.0,0.0,7.304774100924025e-18,0.0,4.804333433249806e-19,2.4192697195187833e-18,0.0,4.659867806112605e-19,0.0,6.530291976570262e-19,0.0,0.0,3.591363048622028e-18
FULTON FINANCIAL,0.0,0.002853899672680148,0.0,1.2990011987313855e-18,0.0,6.875190036399671e-19,2.1350615128733747e-18,5.964012607169539e-19,0.0,4.346790104083925e-18,0.0,0.0,0.0,0.0,0.0,1.105762651514591e-18,3.838835760465746e-18,0.0
GATX,0.0,0.0,0.0,5.1992435056326995e-19,3.6903597209336974e-20,0.0,4.607696701515358e-19,3.4318780475795326e-19,0.0,0.0,0.0,2.0470466288703724e-18,0.0,2.0346401428834873e-18,8.397686492022618e-19,5.239409023203381e-19,0.0,0.0
ARTHUR J GALLAGHER,4.072322955138762e-19,0.0,0.0,4.733428442198866e-19,4.5412643182336626e-18,0.0,0.0,0.0,1.4376611173682634e-18,1.6614447718077795e-18,6.120320455010833e-19,1.4057400813918027e-19,5.473909184163424e-19,3.248780586977619e-19,7.191924032097722e-19,0.0,0.0,0.0132421725865956
GAP,0.0,1.8186452251194083e-18,1.8072855627939742e-19,0.0,0.0,0.0,9.431214973481548e-19,4.7837530994568456e-18,7.134835212344709e-19,1.9625934589916043e-18,1.8033496462310374e-18,1.0028878995357364e-18,0.0,1.9507514443993276e-18,0.0,7.692414889934242e-19,0.0,0.0
GENERAL DYNAMICS,0.0,4.5413304215526155e-19,0.0,0.0,0.0,0.0,3.0115068269988578e-18,0.0,0.0,0.0,8.778190220326725e-19,1.2686009631507562e-18,0.006010540350990357,0.008633373366861954,2.6366015116581568e-19,1.122840604358484e-18,3.7383236880986016e-19,0.0
GENERAL MILLS,0.0178867502884075,0.03884176615283528,0.052675013415902555,0.023381562028669856,0.049376603332898485,0.045697501726715335,0.09022734725923608,0.09759800363793962,0.15300345822319314,0.038471308821089664,0.02818571460067836,0.0,0.0,0.0,6.063936808917724e-19,0.0,4.570174120918e-19,2.119432741086448e-18
GENTEX,0.0,3.182984332273843e-19,5.898156337138036e-19,0.0,1.2140896464751887e-18,3.239624113183993e-18,3.687194405055574e-18,0.0,2.9445303434281226e-18,1.535625573429453e-18,0.0,3.7619504096845887e-19,0.0,6.303340454304653e-19,1.3266493572527196e-18,0.0,0.0,0.0
GENUINE PARTS,0.0,5.103756928853208e-19,0.0,2.9212614373113396e-18,4.0420285524541924e-19,0.0,9.063757980821474e-18,0.0,0.0,1.1987036082351615e-18,1.048069978832298e-18,0.0,0.0,2.0145360227467966e-18,0.0,0.0,0.0,1.547860928982272e-18
GILEAD SCIENCES,5.112889692979676e-19,2.3252059904452603e-20,0.0,1.9231511842660308e-19,0.0,2.098394224814694e-19,0.0,0.0004848855122277882,0.02294698534850477,0.0,1.6980187726730729e-18,0.0,5.978850157979876e-19,1.1941033697620204e-18,0.0,0.0,0.018223529215376375,0.01658132906676852
GLOBE LIFE,1.5903117383058512e-18,8.953968504472228e-19,0.0,0.0,1.1694135293854062e-19,2.686886826415452e-18,1.2308193821644808e-18,4.173615351969772e-18,0.0,0.0,0.0,7.895547419281556e-19,8.519952930078473e-19,3.508893083099063e-20,0.0,1.78187397799193e-18,0.0,2.1558971328971474e-19
GOLDMAN SACHS GP.,1.3775950867431767e-18,1.0129331721452093e-18,6.009025309100606e-19,0.0,0.0,0.0,2.0381289279640495e-19,0.0,2.2763604057046458e-18,9.91341236256266e-19,1.3008454793927208e-18,0.0,2.2499335428117087e-19,6.641153283632276e-19,2.421672482588106e-06,6.327233623981544e-19,5.377372499758979e-19,5.986409359991055e-19
GOODYEAR TIRE & RUB.,0.0,5.279382549143621e-18,0.0,0.0,0.0,0.0,7.341073978724864e-18,6.657863002921835e-19,2.900016923806341e-18,2.8045854035012727e-19,0.0,0.0,0.0,2.691034845222514e-19,2.8339998277246602e-18,5.080862616158849e-19,0.0,2.2210992925175113e-18
GRACO,1.306111112066876e-19,6.835713277822855e-19,5.732832076452296e-19,6.2711387406526385e-19,0.0,1.1635756146142805e-18,2.198967372515006e-19,0.0,1.9865196706966893e-19,0.0,0.0,0.0,9.48769575554978e-19,0.0,0.0,0.0,1.0842021724855044e-17,7.972545624270872e-19
GRAHAM HOLDINGS 'B',0.0001174838227033676,4.983273900204002e-19,0.0,0.0,1.4201157368790084e-18,1.0825260833548468e-18,0.0,0.0,0.0,0.0,0.0,1.143134709719873e-18,0.0,6.747371504211031e-20,0.0,0.007368540027971679,0.0,0.0
WW GRAINGER,5.596878964029218e-19,0.0,1.181776590933086e-18,4.0157891945919794e-19,1.3257258767095522e-18,0.0,0.0,2.1971739292256438e-18,3.3593115321841903e-18,0.0,0.0,0.0,0.0,0.0,4.633341203722824e-19,3.5822001390383206e-19,3.1009437769155898e-19,0.0
GREIF 'A',1.8122304862150736e-18,6.94006209291401e-19,0.0,0.0,4.389329475226262e-18,1.310790458921604e-19,7.160126630314839e-20,0.0,4.900641531033069e-18,1.0731917488192624e-18,0.0,9.282221910208282e-19,0.0,0.0,7.116359685380198e-19,0.0,2.9359629773931442e-18,9.278208642345649e-20
HP,0.0,4.179092092479857e-20,3.176823122796307e-19,5.800938427919458e-19,4.945441284152448e-20,2.6124236767952114e-18,4.0886986481183124e-19,0.0,6.021437545605958e-19,0.0,0.0,1.417493002996832e-18,0.0,1.268213448197944e-18,6.54977065204591e-19,0.0,1.4533050707006734e-18,0.025429030065917905
HALLIBURTON,1.4066885675324082e-18,0.0,0.0,2.7796206446557133e-19,0.0,1.9278919218204696e-18,2.198011765660406e-18,0.0,0.0,0.0,0.0,0.0,3.6601410379338553e-19,0.0,3.7998583778450434e-19,7.994133596020606e-19,0.0,0.0
HANOVER INSURANCE GROUP,0.0,9.604046863282998e-20,0.0,0.0,1.3897349940331683e-18,2.8034701639300175e-18,1.7835707075304262e-18,0.0,0.0,0.0031780234460105977,1.149999017068148e-18,1.283098735541695e-18,0.0,0.0,1.192279429219256e-18,0.0,1.368324603579122e-18,7.847876971644955e-19
HARLEY-DAVIDSON,1.1081022973457715e-18,0.0,0.0,0.0,8.630266298545384e-19,0.0,6.999889774538701e-19,0.0,2.711002707170907e-18,0.0,2.6951601864168044e-18,3.6840891324632825e-19,9.37714577865095e-19,2.7890534030082294e-20,6.637448306561484e-19,3.2468511761169433e-19,3.700017803983258e-18,0.0
ENVIRI,1.5801417715617978e-18,0.0,0.0,1.0972190459678814e-18,1.2138252598596341e-18,0.0,8.54820499086201e-19,0.0,1.3002341671778518e-18,2.955677962915169e-18,2.1962662060504554e-18,1.4861471730338018e-18,0.0,9.494439391120728e-19,0.0,0.0,0.0,0.0
HARTFORD FINL.SVS.GP.,6.054782742260424e-19,0.0,0.0,0.0,6.159977544779884e-19,6.812803608438015e-18,1.8032116681100656e-18,2.0485099592437387e-18,6.956501004690626e-19,0.0,0.0,1.5478302753036958e-18,0.0,2.785763243093924e-19,6.261500609994664e-19,0.0,0.0,5.101679036422724e-19
HASBRO,0.0,1.0937735616683967e-18,4.698611205850025e-19,7.861752569612831e-19,2.379724551085417e-18,0.0,3.2814414054207997e-18,1.532092746753709e-18,5.4227038938561205e-18,2.3771914131705234e-18,1.2668386022154925e-18,0.0,1.3182315515375878e-19,8.432268533557258e-19,0.0,2.901250991208716e-19,3.915001099044944e-19,5.518677974808463e-19
HAWAIIAN ELECTRIC INDS.,1.2958981422316888e-18,7.843254068242285e-19,1.2993184759627267e-18,0.0,0.0015221770923470018,2.3985982682041643e-18,4.066094860144209e-18,0.0,0.0,0.0,0.024925064489815685,0.006851012849594268,0.0014908990306724717,0.0,0.010662603696739522,0.018832050363436326,0.0371747705952664,1.9022546793006883e-18
HEALTHPEAK PROPERTIES,0.013619845569638533,0.015497634231817341,1.5433594953408415e-18,0.0,1.2084230148400433e-18,1.8785002839861892e-18,8.373254598842507e-18,5.1332673378817384e-18,3.2539993556552096e-18,4.755913807023032e-20,0.0,1.6197459556500117e-18,1.0987624786695976e-18,0.0,7.907129346203072e-19,0.0,3.901656593947064e-18,0.0
HELIX ENERGY SLTN.GP.,1.8083854399288702e-19,6.488275343793147e-19,0.0,1.3295606923370367e-18,1.9832611350229292e-18,4.627500126399666e-18,1.5560003200586402e-18,0.0,3.2943175137559945e-18,2.50493829804962e-18,0.0,0.0,3.1994319235433496e-20,0.0,0.0,0.0,3.548351511978788e-18,0.0
HELMERICH & PAYNE,1.0488116906011695e-18,4.196633158387464e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.618575445809789e-18,0.0,3.4582651764892025e-19,3.7570167120175265e-19,1.144195222777837e-19,0.0,0.0,0.0,2.164134905967722e-18
HERSHEY,0.08067159054163196,0.06621314577089242,0.049358950190591826,0.019894114434932133,0.013582343842651723,0.05703149513263418,0.05428549413998601,0.04462197957080498,0.026702308542867023,0.04504460027516253,0.013529817950631219,0.0023916017225122047,1.0185927176763907e-18,0.0,0.01039236135703264,0.0,1.106978263504324e-18,0.007726597160813652
HESS,0.0,3.0840283829389462e-19,3.318110821604242e-19,0.0,0.0,4.792309877191577e-19,0.0,0.0,0.0,0.0,0.0,2.9728905229309688e-19,1.9038749270932257e-19,0.0,1.9687507254801208e-18,0.0,0.0,0.0
HOLOGIC,1.0073496770916894e-18,1.8016883251371536e-18,0.0,3.6515926486521107e-19,0.0,1.9778572050370313e-18,0.0,0.0,5.608169860028488e-19,1.9963626252115206e-18,3.594938353419192e-18,1.3283783275478558e-19,0.0,2.5720548304716256e-18,2.0506792171531176e-18,4.267984675964933e-19,0.0,0.0
HOME DEPOT,0.0,1.331607402994393e-18,0.0,9.07315136091266e-20,0.0,0.0,2.873732665802346e-18,0.0,1.2820260317132917e-18,0.0,0.0,9.581989669431909e-19,0.0,8.662712651020501e-19,0.0,0.0,9.010123645751966e-20,1.6173065625114946e-18
HONEYWELL INTL.,0.0,6.195450655613082e-19,0.0,0.0,5.0430538994753e-18,0.0,0.0,7.250709713461411e-19,0.0,0.0,8.469582199659152e-19,0.0,3.4149838870490997e-19,0.0,2.627337999903287e-19,1.4100378309513198e-18,0.0,9.042835813611002e-19
HORMEL FOODS,0.007675483787689103,1.5667793143562612e-18,0.019726961511552874,0.010478355422778385,0.0,0.08079762819394352,0.04860264062559644,0.01697303638824252,0.0111393420216825,0.028342410277670663,0.0,4.29893365017119e-19,0.0,0.0,0.005958708094806891,0.016237002665713502,0.04174397993669002,0.011837977194503508
HOST HOTELS & RESORTS REIT,1.7261914797470032e-19,1.1478455255463613e-18,0.0,5.711960991090161e-19,1.1354557731759117e-19,0.0,0.0,1.4842895162012713e-19,0.0,9.50026343503704e-19,0.0,0.0,0.0,1.1205736365535027e-19,1.0079536426572628e-18,0.0,0.0,1.2294516924057797e-18
HUBBELL,0.0,1.506171043432249e-19,7.898598545346184e-19,2.1597642964364227e-18,0.0,0.0,1.3748489033688533e-19,4.355644382461457e-18,0.0,2.887579990330802e-19,1.3213838107365192e-18,0.0,0.0,9.062508925239994e-19,4.965409136437353e-19,0.0,1.5001798946205075e-19,0.0
HUMANA,0.0,9.859852205923003e-20,6.031458677100492e-19,1.089617583295577e-19,1.109424119119367e-18,1.7036215133171371e-18,1.9684627976398933e-18,3.79713469584288e-18,0.0,0.0,4.089211002603795e-18,2.6904213666171027e-19,0.0,0.0,0.0,0.0,1.929521998428835e-18,0.0
HUNT JB TRANSPORT SVS.,0.0,1.5571922812687836e-18,0.0,3.3201062062635904e-19,1.1658666908654043e-18,0.0,0.0,5.0349197514751014e-18,0.0,1.0840666272209229e-18,7.716411052756973e-19,1.2989503607573892e-18,0.0,0.0,0.0,2.877095646594861e-20,3.7638263601680537e-19,2.1627199130707137e-18
HUNTINGTON BCSH.,0.029677062108733582,1.2086638078594375e-18,0.0007928886556713883,1.9903178500639915e-19,3.2179255798121357e-18,0.0,8.647694417643146e-18,0.0,4.4132017169662224e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5995120117263073e-18,4.998597440700481e-19
ITT,6.60425593867332e-19,0.0,4.400706752160808e-19,0.0,0.0,1.425096443261647e-18,4.854655573056494e-18,1.0461180052366195e-19,8.148561858797609e-19,1.1406440541774058e-18,2.0434158064866823e-18,1.0782901095794373e-19,9.694046172670821e-20,5.166967446003673e-19,0.0,4.416890098630491e-19,0.0,0.0
IDEX,1.7610765490041705e-19,8.294035539289753e-19,0.0,0.0,0.0,0.0,0.0,3.1822891394119764e-19,2.5592332644644663e-19,1.582931384795358e-18,0.0,0.0,0.0,3.85089535656583e-19,2.835616383874422e-19,0.0,4.0214314995005506e-19,3.738957236888904e-18
IDEXX LABORATORIES,0.02802392349839782,0.015614037313505719,0.016034117077551282,0.023041056314181196,0.0,2.6230095869594577e-18,1.0847985831492493e-18,1.908280469555826e-18,5.659187044659123e-19,0.0,0.0,0.0,0.0,0.0,0.0,1.899519130929666e-18,1.6466370673412346e-18,0.0
ILLINOIS TOOL WORKS,2.540278132835139e-19,0.0,0.0,7.134091039390615e-19,0.0,1.497543515931426e-18,0.0,0.0,0.0,2.3173174181319416e-18,2.1541947464757827e-18,0.0,0.0,9.2222086320604e-19,3.065280482374019e-19,5.473725733623974e-19,0.0,2.9482547388143453e-18
INTEL,0.0,2.731285194055619e-18,6.74073637223679e-19,6.854143275462994e-19,2.4454993527711002e-18,1.194672262136066e-18,4.1202980787052085e-19,0.0,0.0,0.0,2.7468414802532e-19,2.766693984445507e-18,0.0,4.807478647954108e-19,0.0035707083091439176,0.0,1.0180989787255447e-18,0.02172452299407069
INTERNATIONAL BUS.MCHS.,0.0,3.9014666575388895e-19,0.0,0.0,7.687192849992573e-19,1.7859858935434992e-18,1.5954162030366405e-18,0.0,5.511389381101695e-19,0.025320895180039674,0.028671846460172106,0.0310176705612403,0.0,2.7881427433472573e-19,5.3891357722936007e-20,0.0,0.0,0.0
INTL.FLAVORS & FRAG.,0.0,0.0,0.0,0.0,1.0136738517631611e-18,0.0,7.898161385972746e-19,0.0,4.316183353205077e-19,3.707591100893165e-18,1.2201914455767305e-18,0.0,0.0,0.0,8.91095362450924e-19,0.0,2.381855682306349e-18,1.1815363666806848e-18
INTERNATIONAL PAPER,6.852506304765951e-20,0.0,0.0,7.991943245284468e-19,0.0,0.0,5.1710590250001316e-18,1.9058149355524394e-18,0.0,1.848038133803111e-18,0.0,6.320171621275244e-19,1.0791674563878588e-18,0.0,0.0,0.0,0.0,0.0
INTERPUBLIC GROUP,1.3139866925569828e-18,0.0,0.0,0.0,1.785736102395205e-19,3.3420679682660667e-18,3.759928781954941e-18,0.0,1.769374512279057e-19,2.5911919144993714e-18,2.373043072502527e-18,1.6378812075666878e-18,2.097293130473195e-18,4.385332351563656e-19,9.445867060048694e-19,6.640750382985768e-19,2.121877129673096e-18,6.548657629188841e-20
INTUIT,0.0,6.98221001299485e-20,0.0,0.0,0.0,2.054822651249278e-18,0.0,1.6390893680495507e-18,0.0,0.0,1.1372563947828396e-18,3.6176696009346376e-19,0.0,0.0,5.892430011483897e-19,0.0,0.0,4.454377734240246e-19
IRON MOUNTAIN,0.006203929759513109,0.0070228336483950495,0.004648101769733215,0.017285365174275997,0.0,1.1039534248802905e-18,0.0,2.5699077788963372e-18,2.5680140892551824e-18,1.720985001945242e-18,0.0,6.238863266388619e-19,0.0,0.0,0.0,8.823914123408186e-19,0.0,0.0
ITRON,0.010113830648186817,0.0032450990497292537,4.06877943261789e-19,4.0360901562812354e-20,1.2134454103926713e-18,1.1388860080813165e-19,0.0,0.0,2.5930473067671426e-18,3.7293604546050504e-19,0.0,0.0,1.8717124196732086e-18,0.0,2.0871657520285122e-19,2.879222909399035e-19,1.7375020291613496e-18,0.0
JP MORGAN CHASE & CO.,0.0,0.0,0.0,5.290635206209089e-19,1.0744625904680694e-18,7.589759436486121e-19,8.557128010719408e-19,0.0,0.0,2.2324142115315055e-18,0.0,1.0401363789581334e-18,1.1509747663838382e-19,8.316504234025696e-20,9.030743763234629e-20,7.87002024460306e-19,0.0,3.676948981008202e-18
JABIL,0.0,1.3551790922903183e-18,1.370695428375792e-20,1.765464125948307e-19,1.6970149254883967e-18,9.168733681295302e-19,0.0,7.986010790934517e-19,3.825370115868699e-18,0.0,6.241170667292495e-19,0.0,0.0,0.01941462836127627,0.005889386914401734,1.4998587301997077e-18,0.0,1.9593995471593783e-18
JACOBS SOLUTIONS,0.0,3.325402641074978e-18,0.0,0.0,0.0,0.0,0.0,2.760943817553906e-20,1.963686982053184e-18,0.0,6.674590415840492e-19,5.838639117695542e-19,0.0,0.0,3.713498749131273e-19,0.0,1.892745628938236e-18,7.133318774532311e-19
JOHNSON & JOHNSON,0.01780019139389762,0.018326581842932205,0.026020200715855785,0.03932638289096746,0.01352563556912698,0.0,0.0,0.0,8.89005663192583e-18,0.0,0.0,0.0,0.0,4.261982628544432e-19,3.028224591971055e-19,1.081610505527407e-18,3.4680332613335087e-18,0.0
JONES LANG LASALLE,0.0,4.682252961091032e-19,6.232241271093338e-19,1.1934235554883887e-19,0.0,0.0,0.0,1.3746552313648147e-18,0.0,8.152399685210868e-19,1.436197376331954e-18,0.0,6.592052276042684e-19,0.0,0.0,0.0,1.6471614971429799e-18,0.0
JUNIPER NETWORKS,1.5645034793473567e-18,0.0,8.30356526942797e-19,1.4706171498212707e-18,0.0,0.0,0.0,2.5305564416111246e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.006253707486691782,0.0,1.871116034716038e-18,6.556777242641e-19
KLA,1.3584497668828167e-18,0.0,0.0,0.0,0.0,1.6345253590264851e-18,0.0,0.0,9.076627706756124e-21,4.653294396855251e-19,1.0532542730981535e-18,0.0,0.0,0.0,0.0,0.0,0.0,5.0456558949861065e-19
KB HOME,4.401345424712784e-19,6.63266360973269e-19,1.210121877833051e-19,0.0,2.4735268351790894e-18,0.0,2.419352123574755e-18,0.0,1.1733415623436634e-18,1.147416712674702e-18,0.0,2.6623816613961776e-18,4.787948249841698e-18,9.29646896093432e-19,0.0,0.0,1.1172256679227667e-18,0.0
KELLANOVA,0.01617173725496423,0.020894462813703447,0.020867094567339674,0.0003444294944937922,0.008253726282348788,0.0,0.032938343704964596,0.03952282255542754,0.020703510248410606,0.03060448614500758,2.245997562146715e-18,7.949912913552923e-19,1.4162730355957995e-18,0.0,0.0,7.189545728399181e-19,4.1850175490693404e-19,0.0
KENNAMETAL,8.995884582150844e-19,0.0,0.0,0.0,2.7724157022760033e-18,1.678170581918105e-18,0.0,2.1724638622295533e-18,0.0,0.0,0.0,0.0,2.108548616239639e-18,1.0018097806582003e-18,5.547192179745799e-19,4.447434418105249e-19,4.383636988610595e-18,4.125479279650921e-20
KEYCORP,0.0,1.418388589431246e-18,3.9319185286923234e-19,0.0,0.0,0.0,3.2065057480339558e-18,0.0,2.6039156875854747e-18,1.0856802292973111e-19,2.1591209480720847e-18,3.08855822453325e-19,1.748367195034247e-18,0.0,0.0,1.6256844354596875e-18,2.014738534889064e-18,0.0
KIMBERLY-CLARK,0.0,1.717091652492428e-18,0.0,1.348183709736999e-19,0.001994366479984419,0.0009356104469123985,0.030071027070598767,0.06300970011699693,0.04642441410452261,0.014523860284483497,0.01703874851442323,4.3004738749966256e-18,0.0,0.0,1.3480282130660963e-18,4.586715514616771e-19,1.8689105690590688e-19,2.3623953381067754e-18
KIMCO REALTY,0.0,0.006627385610474704,0.0,0.0,2.2708458812869872e-18,2.0494064297106267e-18,0.0,0.0,0.0,2.543203139044067e-18,2.3906841515703974e-18,0.0,1.4512110709159737e-18,8.564276111404634e-19,0.0,2.3773601133794654e-20,2.6311805350982403e-18,5.480318169966693e-19
KIRBY,0.0,0.0,0.0,8.163568898501812e-19,0.0,1.5780317066287218e-19,0.0,3.6885840848630715e-18,4.127775853978551e-18,2.109623469527273e-18,0.0,9.891407789698027e-19,0.0,1.2776434145195234e-18,0.01865845341493068,6.215741247199018e-19,3.0068128911548885e-18,0.0
KOHL'S,0.0,9.717282850084027e-20,6.970215356214997e-19,0.0,0.0,2.2774679707589364e-18,0.0,2.9871254584628564e-18,2.53342858094001e-19,0.0,2.8466580543229346e-18,1.3986220949837673e-18,4.561850700220166e-19,1.8700197541462064e-18,0.0024128900859545065,0.001733967830642787,3.506974381740813e-18,5.457065813087345e-19
KROGER,0.0,0.0,0.0,1.0705262196783385e-18,3.3309113477920604e-18,0.0002804293691098026,0.03976584332492969,0.02979965776178285,0.09355687040157201,5.5752943896057406e-18,6.592444639130279e-19,0.0,1.8553528980666753e-19,6.421430335288377e-19,0.0,7.759698687472474e-20,0.023772279588364042,0.005838702066997027
LABORATORY CORP.OF AM. HDG.,2.414682705388794e-19,4.82617204245294e-19,8.871932560318977e-20,0.008325461162111405,0.013529703222133349,0.005905782095414501,0.0,0.0,0.0,3.7947076036992655e-18,0.0,1.6197153089826058e-18,0.0,0.0,0.0,0.0,1.1642938142749213e-18,1.2512677790889289e-18
LAM RESEARCH,0.0,0.0,0.0,0.0,0.0,9.052138648824606e-19,2.46099429857417e-18,8.348963883149927e-19,0.0,2.667672966402515e-18,0.0,0.0,3.7655534963946177e-19,0.0,0.0,0.0,0.0,1.0376307317078573e-18
LAMAR ADVERTISING 'A',7.445325508513468e-19,0.0,0.0,0.0,0.0,0.0,1.0011944938656436e-18,9.439892561246791e-21,0.0,0.0,2.0292845293007853e-18,0.0,0.0,7.2414021326856035e-19,5.036871795120985e-19,9.016039533016214e-20,0.0,1.5796288349341348e-18
LANDSTAR SYSTEM,1.2000798434570414e-18,2.693023240537333e-20,0.0,1.28172148320255e-20,9.878432204135182e-19,1.339066897502456e-19,2.143487979395031e-18,2.2765112393918327e-18,0.0,0.0,0.0,1.034947176452527e-18,0.0,0.0035139720759703617,5.778915127335249e-19,0.0,8.56139914344976e-19,1.9742455320219538e-18
ESTEE LAUDER COS.'A',4.611711767434756e-19,0.0,0.0,0.0,0.0,3.1529159845526974e-18,9.806687099535558e-19,0.0,4.1689262238692677e-19,0.0,0.0,5.212102783021963e-19,3.7962845736813556e-19,0.0,1.1641414683796723e-18,0.0,3.6112635329388365e-18,0.0
LEGGETT&PLATT,2.430279846167972e-19,2.4603741139735377e-19,1.615159285814792e-18,0.0,1.5931797746458824e-19,0.0,1.5052342096552358e-18,0.0,2.3593364154811373e-19,5.919945088067457e-19,0.0,0.0,0.0,0.0,0.0,0.0,2.083740139797301e-18,2.2592195997117326e-19
LENNAR 'A',9.385796838266025e-19,0.0,3.393067122392142e-20,2.1702892461494436e-19,0.0,8.276668875364739e-19,1.2550789514678286e-18,2.7727350743503693e-18,0.0,0.0,1.0808008454946456e-18,5.995816517035017e-19,0.0,0.0,0.0,0.0,9.404826691555806e-19,3.5624956000444655e-18
LENNOX INTL.,6.753727941068361e-19,1.1421312661766645e-21,0.0,0.0,2.2678457223387822e-18,5.78666872537944e-19,0.0,1.2367003932828192e-18,0.0,0.0,0.0,1.3220464448639106e-18,8.927472861314735e-19,2.6421419836864246e-21,2.912341491891741e-19,1.0875096823202988e-18,3.835790290921104e-19,0.0
ELI LILLY,0.0,0.0,0.0,0.0,0.0,2.282676568992778e-18,6.448893323526358e-19,0.0,5.77350145556602e-19,0.0,0.0,0.030912714734033522,0.011820216840653881,0.014595511893178793,0.019093279593849582,0.034864407146531086,1.0196699309480788e-18,0.0
LINCOLN ELECTRIC HDG.,1.3083688160304911e-18,1.1272221082109064e-19,0.0,0.0,0.0,0.0,7.519951414101453e-19,0.0,0.0,9.19014282877593e-19,0.0,6.413884338638884e-19,0.0,1.2067933222956469e-19,0.0,0.0,9.671670511672001e-19,0.0
