,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
US BANCORP,5.060928597153712e-19,0.0,0.0,0.0,5.4386930084693025e-19,6.600944212282085e-19,0.0,0.0,0.0,0.0,0.015380416262230521,0.01699618633279647,0.0024176828287819445,4.119968255444917e-18,5.555598115694816e-20,0.0,0.0,0.0
UNION PACIFIC,0.0,0.0,0.0,9.124951239812145e-19,0.0,0.0,2.9979416059958824e-18,1.3952751159277127e-19,0.0,3.8859583531527045e-19,7.426634037146245e-19,0.0,3.6413296263627963e-19,5.381319386362217e-19,0.0,4.2488850534736575e-19,1.1179147008494575e-19,0.0
UNITED NATURAL FOODS,3.865974473309489e-19,0.0,0.0,0.0,0.0,0.0,1.2109265523488623e-18,5.136946240779255e-18,0.0,0.01929115260562356,0.011323476336683153,1.3697005272758085e-19,3.075142667171683e-19,0.0,0.0,4.1783969456974705e-19,0.0,3.3527048507683177e-18
UNITED PARCEL SER.'B',0.0,0.0,0.0,0.0,0.0,4.389815757751331e-19,0.0,1.4349320103023891e-18,6.061641608251956e-19,0.0,7.519907999993734e-19,0.0,0.0,1.9340596763037695e-18,5.689490771455599e-20,5.536971616022522e-19,1.5605535440141367e-18,0.0
UNITED RENTALS,0.0,0.0,4.442042748988619e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.549113945958839e-18,0.0,0.0,1.1429081615090782e-18,6.021116537978881e-19,0.0,1.638177359192192e-18,5.217417995095762e-19
UNITED STATES CELLULAR,0.0,0.0,6.71295434674392e-19,0.0010557263945165422,0.0,0.0,0.0,0.0,0.0,0.0,2.1554832539997625e-19,0.0272658908295368,0.0032534309691952504,0.0047613424120703145,0.023701343982103915,0.009044578652960523,0.006572108120245776,9.404184012765736e-19
UNITED STATES STEEL,3.147210379012787e-18,0.0,2.0940098652115444e-18,0.0,5.3593352995317895e-19,5.9878991333199374e-18,3.582295905592514e-18,0.0,0.0,2.33529708469162e-19,4.366972751436749e-19,8.534296228880108e-19,1.3841435242285253e-18,0.0,0.0,1.6089941149145513e-18,1.801713211362607e-19,1.5101812808207341e-18
UNITED THERAPEUTICS,0.0225487017473244,0.0028880626832515784,7.811480236502051e-19,0.0,2.3790328579842454e-19,0.0013894849020377297,0.0,0.0,0.0,7.393362092224597e-19,0.0,0.0,1.2413409490265488e-18,0.0,1.2032212749094896e-18,9.692840578293372e-20,0.0,4.2608219371781573e-19
UNITEDHEALTH GROUP,0.0,0.004524256437839262,0.0,0.016927954292833888,4.28613664224654e-18,4.864537950090642e-19,0.0,0.0,0.0,0.0,0.010561677529251981,0.0,0.0,8.40323346203232e-19,3.911296798455074e-19,0.0,2.2679195753526317e-19,1.4021273245653905e-18
UNIVERSAL HEALTH SVS.'B',0.010666770000211094,0.019783663601582832,0.01955189262603048,0.0061206453034466715,0.0,0.0,0.0,0.0,2.0270667349098935e-19,2.4718730634141015e-20,1.6875027982506899e-18,7.887756802937402e-19,7.499612006154379e-19,0.0,0.0,0.0,1.617129249359004e-19,3.49824115439559e-18
UNUM GROUP,0.0,0.0,4.0978699813104924e-19,0.0,2.942780495631053e-19,0.0,0.0,5.843116065001269e-19,3.053025066346259e-18,9.237609481579304e-19,2.25864925516551e-19,1.5761327572334464e-19,0.0,0.0,1.5629140822907357e-19,5.273961994785625e-19,0.0,0.0
URBAN OUTFITTERS,0.0,5.74755640275088e-19,0.0,1.0041509679394383e-18,1.8327015544604905e-19,9.887704184063511e-19,1.5277544889285902e-20,0.0,0.0,3.2395552798073295e-06,0.0,5.511153470890636e-19,0.0,0.0,0.0,1.1867010788214816e-19,0.0,0.0
VALHI,0.041590954083121814,0.03434750203289538,0.02840405893585331,0.0,3.5688577680143045e-19,2.4672223726047486e-19,2.0366739948925906e-18,4.5016657777466546e-18,1.0796434915195436e-18,9.670662848022079e-19,0.0,5.850788097575731e-19,0.0,0.0,6.531369976791386e-19,0.0,0.0,0.0
VALERO ENERGY,0.0,0.0,0.0,2.4685044795197142e-05,0.0,0.0,0.0,0.0,0.0,1.5950987160146432e-18,0.0,0.0,0.0,0.0,0.0,5.773881004824144e-19,1.5961333348645302e-18,2.3664504415508388e-18
VALLEY NATIONAL,1.2101006569996878e-19,0.0,0.012313991835896312,0.00021684011691664983,5.421010862427522e-18,1.8226482451830703e-18,0.0,1.86850034289463e-18,0.0,0.0,0.0,1.0074029957683315e-18,8.327554500291507e-19,3.510306865175799e-19,0.0,4.66023661177364e-19,0.0,1.2962927570887833e-18
VENTAS,1.017352638448244e-18,0.0,0.0,0.0,1.5950312919357353e-18,1.25265331971837e-18,0.0,1.88468192221022e-18,0.0,1.284373686677052e-18,0.0,0.003704127476106978,1.340707825699412e-18,1.5464457048014981e-18,3.983860422057457e-18,2.767716231424715e-19,0.0,1.4023733028302397e-18
VERISIGN,0.0,1.1620628216268976e-18,3.008661869162359e-19,0.0,0.0,0.0,1.755054389605263e-18,0.0,0.0,0.0,7.521847427034537e-19,1.753762096403271e-18,0.0,4.975895556318743e-19,6.07947359429152e-19,0.0,1.0163031882324454e-18,0.0
VERIZON COMMUNICATIONS,5.108797770701965e-19,0.0,5.736010312190185e-19,5.283325466222444e-20,3.0349760023599227e-18,0.0,3.0879402959098946e-18,3.790653474856514e-18,4.042747317100786e-18,0.0,0.0,0.021442533730996683,0.004521098491254104,0.0,0.00013748193929011114,0.0,8.82447549577722e-19,4.153482902979026e-18
VERTEX PHARMS.,0.0,7.769365156829356e-19,7.421612763877906e-19,0.0,1.2079252582222286e-18,0.0002613618626062985,2.5667904802597205e-18,0.0,0.0006859589981257621,0.0,0.009119624456315121,0.008449140020463682,0.013911244511131337,0.0,8.485940195288441e-19,0.0,7.546872024746085e-19,6.376482485793303e-19
VIAVI SOLUTIONS,4.203411751483164e-19,0.0,0.0,0.0,0.0,0.0,1.737400507379385e-18,0.0,0.0,9.695802793395105e-19,0.0,1.1421284299680648e-19,0.0,1.8871124402671595e-19,2.0395000791875215e-18,0.0,4.642325404792236e-20,7.650073235931613e-19
PARAMOUNT GLOBAL B,0.0,7.966596206839084e-19,8.953279204104785e-20,0.0,6.330738662573359e-19,0.0,1.6942854001074577e-18,0.0,2.611593556678081e-18,4.648401621389273e-19,3.020715606746699e-18,7.322686835143e-19,6.50729902013735e-19,0.0,0.0,1.7194468354798466e-18,0.0,0.0
VIATRIS,0.020655480743896892,0.021563685913831013,0.032508039405605704,0.0038847321373490767,0.0,2.0024482445958847e-18,8.464529181181829e-19,0.0,1.1544557499178482e-18,0.001383841056432509,0.0,0.0,1.0301096615043627e-18,0.0,1.9037594765138836e-18,0.0,5.364201199958856e-19,1.0405329669192769e-18
VISHAY INTERTECHNOLOGY,0.0,1.0267725950750698e-19,5.103706455113657e-19,4.542779245401895e-19,0.0,8.294971823020412e-20,0.0,0.0,1.2847217087532027e-18,0.0,0.0,0.0,2.3893509293466963e-18,0.0,0.0,5.438736153188834e-19,0.0,0.0
VORNADO REALTY TRUST,1.8569178502665032e-19,0.0,6.06254629309887e-20,7.981038568333526e-19,2.7162176072754613e-18,3.177158839484868e-19,7.727460860942802e-19,2.8411956986262287e-18,0.0,0.0,0.0,0.0,0.0,9.499168535725498e-19,7.594920614011458e-19,0.0,9.333232345675046e-19,0.0
VULCAN MATERIALS,0.0,0.0,0.0,2.2933147465275245e-19,6.239926891705508e-20,0.0,0.0,4.639468859189933e-18,1.3136466930827212e-18,0.0,0.0,1.8406832136035258e-18,0.0,9.560882584660624e-19,0.0,6.162793457432355e-19,0.0,5.2333835418005204e-18
WEC ENERGY GROUP,0.0028222740947805077,1.0127217026232048e-18,0.0,6.246120790217751e-19,7.397830708227033e-19,0.0,0.000799884834420049,0.01669727758204451,0.011967062003865927,0.01614473979261679,0.0005106371814747671,0.0,0.0011859318391844692,1.5959486485259897e-20,6.748534648656362e-19,0.0051962569312849136,4.9873299934333204e-18,0.0
WABTEC,0.0,0.002351923009258984,6.443365887481707e-19,0.0,1.1682717291618337e-19,0.0,0.0,1.83665613250498e-18,6.328825131821966e-19,0.0,1.0686003070734387e-18,2.9028745298369533e-19,0.0,0.0,4.359049018359994e-19,5.432148746236522e-19,5.122499984350293e-19,5.930388509537552e-19
WALMART,0.01394025551217671,0.008108717417243864,0.012331740577857776,0.04944581006183872,0.08864656760156049,0.1333179535264232,0.09862932364667419,0.09388493920229603,0.08513168646078988,0.020993651287023553,0.01133033481168459,0.015373277458762743,0.029873924208862538,0.0,0.0,1.0061514909639923e-19,1.45388611252536e-18,2.0688770225538486e-18
WALGREENS BOOTS ALLIANCE,0.0015537861806016818,0.00610978450286736,0.0,0.01959903883298195,0.0,0.000366729231668415,0.0,0.0,0.0,1.6184688243739812e-18,2.328792277159312e-18,0.0,1.598901744993182e-18,0.0,0.0,0.0,1.6226135584433839e-19,8.521439181595296e-20
WAFD,1.5162197371296803e-18,2.1340986381558493e-18,0.0,5.474890894356004e-19,2.1037511908416065e-18,1.1342206746760024e-18,0.0,0.0,0.0,5.827708169669704e-19,7.03905926852054e-19,0.0,4.2150437588683365e-19,1.8731730996005796e-19,7.05743683473057e-19,3.7698707303709924e-20,1.5379267448771367e-18,1.609844387588322e-18
WASTE MANAGEMENT,0.0,0.0,0.0,0.0,0.02782749038078397,0.008775338192778225,3.289804623022504e-19,0.0,0.0,1.3483017896661703e-18,0.0,0.0,3.4080550851786495e-18,0.0,0.0,0.0,3.483205325409911e-18,0.0
WATERS,0.0,7.591408665853372e-19,0.0,2.5974987995514086e-19,1.1273608908386583e-18,7.458033239629851e-20,0.0,0.0,2.623728064948899e-19,1.1102832524322838e-18,1.872966418675348e-18,4.442252030725669e-19,2.3050977625928567e-20,0.0,8.229508910028596e-20,1.3203223086696992e-18,0.0,5.423072555413615e-18
WATTS WATER TECHS.,9.423521639380864e-19,0.0,9.196695449367245e-19,4.302320684759054e-19,6.535742476623283e-19,4.1910948958119464e-19,0.0,0.0,3.879961632958554e-19,5.754836226569655e-19,1.1590338278382385e-18,0.0,0.0,7.5245637311710155e-19,0.0,0.0,2.5360844816150017e-18,5.909576162327401e-19
WELLS FARGO & CO,1.1858538062592855e-18,0.007718389325837004,0.0,0.001221131186146468,0.0,8.939166557146071e-18,0.0,0.0,1.2479220005313176e-18,1.097439732102103e-18,0.0,2.520178213575737e-19,1.8236614555469104e-18,0.0,0.0,2.276452046772398e-21,8.343702120958949e-19,9.994726326380092e-19
WELLTOWER,0.0,0.0,1.2658487296517599e-19,8.077512849170362e-19,1.0780905853845438e-18,0.0,3.6397617543647106e-20,0.0,0.0,0.0,0.0,2.7833000199207963e-18,5.825345893427432e-19,0.0,0.0,2.0295033695939685e-18,1.0335326945111756e-18,1.2372086269719875e-18
WENDY'S CLASS A,0.0,0.0,0.0,1.030269298388545e-18,2.2630017952514617e-19,0.0,0.0,7.623826241219058e-18,9.911939247006397e-19,7.3574387147597e-19,0.0,0.0,0.0,0.0,3.7737796653426895e-19,2.256912587910184e-18,2.026641567174571e-19,1.2931379777264788e-18
WESCO INTL.,3.2868280930914343e-19,0.0,0.0,3.8431885992700307e-19,1.5999419154455683e-18,0.0,0.0,0.0,0.0,0.0,8.861366986451431e-21,2.3890365634541474e-18,2.290716286420027e-18,0.0,1.7002434123355512e-18,0.0,2.415532778837507e-19,1.963306182016938e-18
WESTERN DIGITAL,0.0,0.0,0.0,5.694783100292887e-19,0.0,0.0,3.2021208987533874e-18,1.9602896320785064e-18,5.0763810516810615e-19,0.0,6.907609020630966e-20,0.0,0.0,0.0,9.301518430099027e-19,0.0,9.565791733845898e-19,0.0
WEYERHAEUSER,1.6707714732564078e-18,0.0,4.129497797248777e-19,0.0,0.0,0.0,0.0,0.0,0.0,1.17330298754237e-18,3.585053578583948e-19,0.0,0.0,0.0,0.0,6.223980229611072e-19,0.0,1.2391118238873265e-18
WHIRLPOOL,1.2175477798470562e-18,0.0,0.0,1.7773686898137892e-19,1.747038386493932e-18,0.0,2.910383589390171e-20,1.1536211124010586e-18,0.0,0.0,0.0,0.0,5.92236746934886e-19,6.899914456318197e-19,0.0,0.0,0.0,4.392802041204441e-19
JOHN WILEY AND SONS A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.296096359945592e-19,6.750456342238865e-19,0.0,6.563527249086734e-19,0.0,4.520116169615012e-19,0.0,6.472812165636727e-19,1.0054252410895794e-18
WILLIAMS,0.0,0.0,1.7699253464209444e-18,0.0,0.0,0.0,0.0,1.137266466544999e-18,0.0,4.534506041651604e-19,0.0,1.195541026763871e-20,0.0,4.371155378325189e-19,1.0520872688420129e-19,1.129489475875406e-18,1.515871447604699e-18,0.0
WILLIAMS-SONOMA,0.0,1.7881253610363992e-19,0.0,4.2839257588525677e-19,2.389098881061639e-19,3.295213782906429e-18,6.687677735082761e-19,0.0,1.2071054100397498e-18,2.172635401444767e-18,0.0,3.974237972263725e-19,0.0,0.0,0.0,5.371515900300054e-19,4.66160739499288e-19,8.937921827252193e-19
WOLFSPEED,0.0,0.0,3.537719145045463e-20,0.0,0.0,0.0,8.213752570156925e-19,0.0,0.0,0.0,9.392143718407296e-19,9.638440539800865e-19,0.0,1.615436915207142e-18,0.0001048775309884916,3.8509196558901365e-19,2.918906982990443e-20,0.0
XCEL ENERGY,0.0,0.0,7.775422821404121e-19,0.0,1.887832360827037e-18,0.0,1.22368073701737e-18,0.0,2.398694658182441e-19,3.686287386450715e-18,0.0,0.004887608361863027,0.006371068636196333,0.0,1.499772390342648e-18,0.0,0.0,1.4591539344095646e-18
XEROX HOLDINGS,0.0,0.0,5.709048810851954e-19,0.0,5.018167805834538e-19,0.0,0.0,0.0,1.128463113985565e-18,3.708643569408831e-18,1.1487787530266162e-18,0.0,8.369187841624599e-19,0.0,1.2931450155787584e-18,0.0,0.0,0.0
YUM! BRANDS,0.00038827570533736533,0.0,0.0,0.0,0.0,4.901118293020246e-20,0.0,0.0,0.0,3.127758521841339e-19,2.838944755456774e-18,0.0,0.0,0.0,1.3211461554298717e-18,0.0,8.454611456064801e-19,1.835298889750169e-19
ZEBRA TECHNOLOGIES 'A',0.0028827133698306803,7.636960080208372e-19,7.006418012465662e-19,0.0,2.098818028865653e-18,4.791524514552854e-19,0.0,0.0,0.0,0.0,0.0,0.0,8.588534768839327e-19,2.8649049206936965e-20,7.435093326402074e-20,0.0,0.0,0.0
ZIONS BANCORP.,5.306774582166076e-19,0.0,2.907785062861319e-19,0.009659339232220442,0.020082243509906342,0.0,0.0,1.319029927614978e-18,1.5355760297394501e-18,0.0,9.775549592619164e-20,5.231879533801673e-19,0.0,0.0,0.0,0.0,0.0,0.0
